person_age,loan_percent_income,loan_int_rate,person_home_ownership,person_income,loan_status
22,0.34,10.99,RENT,41000,1
22,0.34,17.49,RENT,41340,1
21,0.18,10.99,RENT,12000,1
21,0.15,10.99,RENT,15000,0
25,0.15,7.88,RENT,15000,0
21,0.14,16.49,RENT,16200,1
24,0.1,10.99,RENT,22000,0
23,0.09,15.23,RENT,24000,0
23,0.08,9.91,RENT,26004,1
25,0.08,12.53,RENT,27500,0
22,0.08,15.95,RENT,27996,1
21,0.06,7.49,RENT,35360,0
25,0.06,12.69,RENT,38400,0
23,0.4,16.45,MORTGAGE,30000,0
23,0.06,10.99,RENT,39000,0
23,0.06,11.72,RENT,39270,0
24,0.15,14.72,MORTGAGE,30000,0
26,0.17,10.38,OWN,30000,0
22,0.05,11.99,RENT,46080,0
22,0.04,5.79,RENT,55000,0
23,0.27,7.88,MORTGAGE,30000,0
25,0.3,7.51,MORTGAGE,30000,0
23,0.03,7.9,RENT,75000,0
21,0.04,7.66,RENT,52500,0
25,0.2,14.35,MORTGAGE,30000,0
23,0.14,13.49,RENT,16000,0
24,0.08,12.73,RENT,29140,0
26,0.05,10.38,RENT,42000,0
23,0.16,15.33,RENT,14000,1
25,0.09,11.11,RENT,25920,0
22,0.23,13.98,OWN,30000,0
26,0.08,10.99,RENT,30000,0
21,0.07,6.76,RENT,34416,0
26,0.06,7.4,RENT,36400,0
25,0.04,11.71,RENT,62400,0
22,0.17,11.12,OWN,30000,0
23,0.03,17.58,RENT,78000,0
23,0.17,10.38,MORTGAGE,30000,0
22,0.17,13.23,MORTGAGE,30000,0
26,0.16,9.91,RENT,14400,1
25,0.05,13.98,RENT,44400,0
24,0.2,6.92,RENT,12000,1
26,0.13,7.14,MORTGAGE,30000,0
23,0.18,16.82,RENT,13000,1
24,0.18,17.27,RENT,13288,1
24,0.17,13.48,MORTGAGE,30000,1
25,0.13,7.14,MORTGAGE,30000,0
25,0.15,11.71,RENT,15648,0
26,0.15,12.23,RENT,16428,0
24,0.14,13.98,RENT,16800,1
26,0.5,10.62,MORTGAGE,30000,0
23,0.15,10.62,MORTGAGE,30000,0
26,0.13,13.06,RENT,18000,1
24,0.08,13.11,MORTGAGE,30000,0
22,0.11,13.48,MORTGAGE,30000,0
21,0.13,14.72,RENT,18000,0
22,0.13,13.61,RENT,18000,0
22,0.46,14.22,MORTGAGE,30000,0
24,0.12,15.62,RENT,20000,1
22,0.18,10.99,MORTGAGE,30000,0
22,0.11,16.29,RENT,21600,1
23,0.11,15.23,RENT,21600,1
22,0.11,12.53,RENT,21996,0
22,0.06,10.99,MORTGAGE,30000,0
23,0.11,8.94,RENT,22790,0
25,0.11,10.36,RENT,22800,0
22,0.17,11.48,MORTGAGE,30000,0
23,0.1,5.99,RENT,23000,0
21,0.1,16.29,RENT,24000,0
26,0.1,15.28,RENT,25000,1
23,0.1,11.14,OWN,30000,0
24,0.1,13.8,RENT,25000,0
22,0.1,13.61,RENT,25000,0
21,0.09,11.58,RENT,26000,1
21,0.09,14.79,RENT,26400,0
22,0.09,13.92,RENT,26400,1
22,0.09,10.59,RENT,27259,0
25,0.09,11.49,RENT,28000,0
24,0.08,14.26,RENT,28800,1
21,0.08,17.19,RENT,30000,1
21,0.08,16.49,RENT,30000,1
24,0.08,13.72,RENT,30000,0
25,0.08,7.9,RENT,30720,0
23,0.22,7.74,MORTGAGE,30000,0
23,0.08,13.98,RENT,30720,1
22,0.07,11.99,RENT,32000,0
22,0.07,16.77,RENT,32400,0
22,0.07,11.48,RENT,32995,0
26,0.5,13.22,OWN,30000,0
22,0.07,10.99,RENT,35000,0
25,0.07,12.53,RENT,35000,0
23,0.4,8.94,MORTGAGE,30000,0
21,0.06,14.26,RENT,37800,0
23,0.06,8.9,RENT,40000,0
25,0.06,5.42,RENT,40000,0
24,0.2,13.22,MORTGAGE,30000,0
25,0.38,8.59,MORTGAGE,30000,0
22,0.06,12.73,RENT,40000,0
23,0.03,7.4,MORTGAGE,30000,0
21,0.07,10.83,RENT,34000,1
24,0.06,12.68,RENT,41300,0
22,0.06,12.22,RENT,41600,0
24,0.2,13.57,MORTGAGE,30000,0
26,0.12,8.0,MORTGAGE,30000,0
25,0.1,10.99,MORTGAGE,30000,0
22,0.17,11.89,MORTGAGE,30000,1
26,0.13,13.16,MORTGAGE,30000,0
25,0.27,9.32,MORTGAGE,30000,0
21,0.16,9.63,MORTGAGE,30000,1
22,0.06,10.99,RENT,43000,0
22,0.06,10.65,RENT,37080,1
25,0.05,7.66,RENT,44000,0
23,0.05,14.09,RENT,44004,0
24,0.03,8.0,MORTGAGE,30000,0
22,0.05,12.18,RENT,45000,0
26,0.05,9.91,RENT,46000,0
23,0.05,13.75,RENT,47000,0
22,0.22,14.42,MORTGAGE,30000,0
23,0.05,8.49,RENT,48000,0
23,0.27,10.99,MORTGAGE,30000,1
23,0.05,10.59,RENT,48000,0
24,0.05,12.99,RENT,48000,0
23,0.05,11.83,RENT,49800,0
25,0.05,7.88,RENT,52000,0
22,0.23,9.32,MORTGAGE,30000,0
24,0.04,8.0,RENT,54000,0
26,0.04,9.32,RENT,54500,0
23,0.04,8.9,RENT,56000,0
22,0.04,15.23,RENT,57500,0
25,0.04,11.49,RENT,60000,0
24,0.04,13.49,RENT,54000,1
26,0.04,14.09,RENT,54000,1
21,0.47,9.38,MORTGAGE,30000,0
25,0.04,7.14,RENT,63000,0
23,0.04,7.9,RENT,63300,0
22,0.04,7.4,RENT,66000,0
26,0.04,12.99,RENT,67000,0
26,0.03,10.99,RENT,70000,0
24,0.17,10.71,MORTGAGE,30000,0
24,0.03,5.99,RENT,95000,0
25,0.03,9.25,RENT,95000,0
26,0.03,10.99,RENT,95000,0
25,0.03,14.79,RENT,87999,1
23,0.07,8.49,RENT,36000,0
26,0.15,10.99,RENT,16000,1
22,0.1,7.9,RENT,24000,0
21,0.23,8.88,RENT,10800,1
21,0.21,11.99,RENT,12000,1
21,0.2,7.88,RENT,12540,1
24,0.2,13.11,RENT,12600,1
23,0.14,11.11,RENT,95000,0
24,0.44,13.43,RENT,31000,1
21,0.36,9.91,RENT,38000,1
22,0.31,10.95,RENT,43000,1
23,0.3,7.88,RENT,45312,0
26,0.3,10.99,OWN,30200,0
25,0.5,10.2,MORTGAGE,30200,0
23,0.26,12.23,RENT,51000,0
23,0.19,7.29,MORTGAGE,30280,0
22,0.2,12.73,MORTGAGE,30288,0
22,0.17,19.47,OWN,30288,1
24,0.17,7.74,MORTGAGE,30300,0
25,0.25,6.99,RENT,53000,0
24,0.24,6.92,RENT,57000,0
24,0.23,13.99,RENT,57772,0
25,0.23,7.49,RENT,60000,0
22,0.2,10.62,RENT,68000,0
24,0.2,12.21,RENT,68000,0
26,0.19,12.69,RENT,71000,0
26,0.17,12.87,RENT,77508,0
25,0.33,6.03,MORTGAGE,30576,0
26,0.14,7.14,RENT,100000,0
26,0.07,5.99,RENT,55000,0
23,0.39,10.65,RENT,35000,1
23,0.2,14.54,MORTGAGE,30652,1
23,0.46,14.26,RENT,29000,1
23,0.46,12.61,RENT,29000,1
24,0.38,10.99,RENT,35000,1
26,0.35,9.99,RENT,38000,1
25,0.07,11.12,MORTGAGE,30720,0
22,0.27,14.59,RENT,50000,1
24,0.4,7.66,RENT,33000,1
24,0.33,16.0,RENT,39875,1
23,0.25,17.58,RENT,54000,0
25,0.15,10.37,RENT,24000,1
23,0.14,10.99,MORTGAGE,30873,0
22,0.44,16.4,RENT,30000,1
22,0.4,10.99,RENT,33300,1
26,0.35,13.49,RENT,37500,1
23,0.35,10.99,RENT,38400,1
26,0.33,11.71,RENT,40000,1
25,0.33,10.99,RENT,40000,1
26,0.38,13.49,RENT,35000,1
22,0.33,16.77,RENT,40000,1
23,0.16,11.86,OWN,30996,0
24,0.26,7.51,OWN,30996,0
22,0.42,11.71,RENT,31500,1
23,0.3,10.99,RENT,44248,0
25,0.28,12.53,RENT,46596,0
24,0.22,6.62,RENT,60000,0
22,0.22,8.49,RENT,60000,0
26,0.48,7.9,MORTGAGE,31000,1
26,0.24,14.91,RENT,54000,1
22,0.21,10.99,RENT,62000,0
21,0.19,7.51,MORTGAGE,31000,0
24,0.18,7.29,RENT,72000,0
23,0.18,6.17,RENT,75000,0
25,0.17,12.23,RENT,76000,0
25,0.39,10.99,OWN,31000,0
21,0.24,5.42,MORTGAGE,31000,0
26,0.16,16.77,RENT,80952,0
24,0.18,7.49,RENT,71040,0
24,0.16,5.42,MORTGAGE,31000,0
25,0.17,5.42,MORTGAGE,31000,0
25,0.19,7.66,MORTGAGE,31000,0
24,0.1,10.99,RENT,55000,0
21,0.15,15.7,RENT,24000,1
24,0.26,5.42,MORTGAGE,31000,0
21,0.15,12.87,RENT,24000,1
24,0.29,14.84,MORTGAGE,31000,1
25,0.32,10.38,MORTGAGE,31000,0
26,0.46,16.29,RENT,28000,1
25,0.46,7.9,RENT,28000,1
26,0.45,14.46,RENT,28800,1
25,0.4,11.36,MORTGAGE,31000,1
22,0.43,13.11,RENT,30000,1
21,0.42,13.11,RENT,31200,1
26,0.38,13.57,RENT,33800,1
26,0.38,9.63,RENT,34000,1
25,0.37,13.22,RENT,35000,1
24,0.36,17.27,RENT,36000,1
22,0.16,13.79,MORTGAGE,31000,0
24,0.36,7.29,RENT,36000,1
26,0.13,10.33,MORTGAGE,31000,0
22,0.1,12.54,MORTGAGE,31000,0
23,0.43,13.57,RENT,30000,1
22,0.36,11.14,RENT,36000,1
23,0.15,10.99,MORTGAGE,31000,0
24,0.35,10.25,RENT,37000,1
23,0.14,6.62,MORTGAGE,31164,0
23,0.34,10.99,RENT,38000,1
23,0.34,11.71,RENT,38400,1
25,0.34,10.74,RENT,38400,1
26,0.3,7.9,MORTGAGE,31200,0
22,0.33,11.83,RENT,39000,1
25,0.33,10.99,RENT,40000,1
24,0.33,14.26,RENT,40000,1
25,0.08,17.58,MORTGAGE,31200,1
21,0.32,13.57,RENT,40800,1
22,0.1,10.99,MORTGAGE,31200,0
26,0.36,5.99,RENT,36000,1
21,0.31,15.31,RENT,42000,1
22,0.3,12.87,RENT,43000,0
22,0.35,16.0,RENT,37200,1
23,0.3,13.47,RENT,44000,0
23,0.29,8.9,RENT,44100,0
24,0.33,10.75,RENT,39000,1
23,0.24,9.99,MORTGAGE,31200,0
24,0.28,10.99,RENT,46000,0
25,0.36,5.42,MORTGAGE,31200,0
24,0.28,10.99,RENT,46540,0
25,0.19,5.79,MORTGAGE,31200,0
22,0.27,9.99,RENT,48000,0
22,0.06,7.29,MORTGAGE,31200,0
26,0.27,11.26,RENT,48000,0
23,0.27,6.17,RENT,49000,0
23,0.3,16.29,RENT,44000,1
22,0.12,12.68,RENT,20640,0
26,0.27,7.51,MORTGAGE,31200,0
25,0.12,5.99,RENT,21600,0
22,0.11,11.89,RENT,21996,0
21,0.11,7.14,RENT,22000,0
22,0.03,7.51,MORTGAGE,31200,1
23,0.11,7.51,RENT,22000,0
24,0.11,9.76,RENT,22000,0
21,0.11,16.29,RENT,22200,1
26,0.11,6.76,RENT,22406,1
23,0.1,11.71,RENT,24000,0
21,0.03,14.59,MORTGAGE,31200,0
24,0.1,10.74,RENT,24000,0
25,0.15,10.99,MORTGAGE,31200,1
24,0.32,12.18,OWN,31200,0
22,0.11,7.74,MORTGAGE,31200,0
22,0.1,7.51,RENT,24960,0
24,0.21,14.26,MORTGAGE,31200,0
25,0.1,12.98,RENT,24996,0
22,0.1,10.99,RENT,24996,1
23,0.1,6.91,RENT,25000,0
24,0.1,13.48,RENT,25000,0
22,0.1,11.14,RENT,25000,0
22,0.45,9.91,OWN,31215,0
26,0.38,10.99,MORTGAGE,31303,0
22,0.36,10.99,MORTGAGE,31356,1
25,0.09,10.62,RENT,26400,0
21,0.09,5.42,RENT,26940,0
26,0.09,13.61,RENT,27000,0
25,0.09,16.69,RENT,27024,0
25,0.26,7.51,MORTGAGE,31500,0
26,0.09,13.49,RENT,27200,0
22,0.44,8.9,MORTGAGE,31500,0
22,0.25,6.03,OWN,31500,0
21,0.09,16.77,RENT,28200,1
24,0.09,11.36,RENT,28500,0
24,0.09,10.99,RENT,29000,0
25,0.09,12.84,RENT,29000,1
23,0.08,9.88,RENT,30000,0
22,0.14,9.88,MORTGAGE,31500,0
24,0.08,14.54,RENT,31000,1
26,0.08,10.37,RENT,31200,0
21,0.07,7.9,MORTGAGE,31544,0
23,0.08,6.92,OWN,31577,0
21,0.08,7.4,RENT,32000,0
25,0.08,10.59,RENT,33000,0
23,0.07,11.66,RENT,33448,0
23,0.07,15.68,RENT,33500,1
21,0.07,12.87,RENT,34368,0
21,0.19,8.9,MORTGAGE,31776,0
23,0.07,6.39,RENT,34800,0
26,0.07,8.9,RENT,35000,0
23,0.07,7.51,RENT,35000,0
24,0.09,10.99,RENT,29000,1
22,0.08,8.49,RENT,30000,1
21,0.08,7.14,RENT,30000,1
22,0.08,13.16,RENT,30000,1
25,0.14,10.99,MORTGAGE,31920,0
26,0.07,7.14,RENT,37000,0
26,0.07,10.99,RENT,37225,0
26,0.2,10.99,OTHER,31992,0
25,0.08,16.45,RENT,32000,1
25,0.07,12.53,RENT,38060,0
23,0.06,7.74,RENT,39200,0
23,0.31,11.71,MORTGAGE,32000,0
24,0.06,15.27,RENT,40000,0
25,0.06,9.99,RENT,40000,0
23,0.06,10.99,RENT,40000,0
25,0.17,7.9,MORTGAGE,32000,0
22,0.07,13.57,RENT,34000,1
22,0.07,15.62,RENT,35500,1
24,0.07,16.77,RENT,36000,1
21,0.06,9.99,RENT,42000,0
22,0.05,7.9,MORTGAGE,32000,0
23,0.06,11.49,RENT,42000,0
23,0.06,13.61,RENT,42000,0
22,0.06,13.92,RENT,42000,0
25,0.07,7.66,RENT,36228,1
21,0.08,11.71,MORTGAGE,32000,1
21,0.06,10.99,RENT,42500,0
26,0.06,13.49,RENT,43000,0
22,0.07,17.49,RENT,37000,1
25,0.06,12.69,RENT,45000,0
21,0.25,5.99,MORTGAGE,32000,0
24,0.19,5.42,MORTGAGE,32000,0
23,0.06,5.99,MORTGAGE,32000,0
22,0.06,14.35,RENT,45000,0
26,0.05,8.49,RENT,46000,0
26,0.05,14.72,RENT,46500,0
26,0.05,15.65,RENT,47004,0
22,0.19,8.49,MORTGAGE,32000,0
24,0.05,13.35,RENT,48000,0
22,0.05,14.27,RENT,49500,0
26,0.15,5.99,MORTGAGE,32000,0
22,0.05,18.64,RENT,45630,1
23,0.05,10.99,RENT,51873,0
22,0.35,7.49,MORTGAGE,32000,0
26,0.05,14.82,RENT,52000,0
24,0.05,13.98,RENT,46180,1
25,0.05,13.98,RENT,54000,0
23,0.05,16.32,RENT,54000,0
25,0.47,11.11,MORTGAGE,32000,0
22,0.05,14.35,RENT,54996,0
26,0.05,14.59,RENT,48996,1
25,0.05,7.88,RENT,55000,0
22,0.05,10.99,RENT,55000,0
23,0.05,10.99,RENT,49000,1
24,0.04,14.72,RENT,57600,0
25,0.1,10.74,MORTGAGE,32000,1
23,0.04,14.96,RENT,59000,0
22,0.04,10.99,RENT,60000,0
25,0.04,8.63,RENT,60000,0
23,0.04,7.49,RENT,61000,0
26,0.15,12.61,MORTGAGE,32000,0
25,0.2,11.49,MORTGAGE,32000,0
23,0.04,14.72,RENT,63000,0
26,0.04,10.99,RENT,64000,0
25,0.04,10.08,RENT,65004,0
24,0.04,12.53,RENT,69996,0
24,0.09,10.75,MORTGAGE,32000,0
22,0.04,16.49,RENT,54400,1
24,0.14,6.76,MORTGAGE,32000,0
24,0.04,11.14,RENT,64000,1
24,0.04,12.61,RENT,70082,0
24,0.03,9.62,RENT,79800,0
26,0.03,13.92,RENT,82400,0
26,0.03,8.59,RENT,85000,0
23,0.03,10.74,RENT,92500,0
24,0.38,8.94,MORTGAGE,32000,0
23,0.02,7.37,RENT,55000,0
26,0.02,7.66,RENT,55000,0
26,0.01,13.61,RENT,55000,0
23,0.27,9.99,RENT,10560,1
23,0.22,15.21,RENT,13000,1
25,0.21,14.61,RENT,13380,1
22,0.19,6.54,RENT,14400,1
22,0.22,7.74,MORTGAGE,32000,0
21,0.19,8.0,RENT,14800,1
26,0.19,15.31,RENT,15000,1
23,0.04,7.68,MORTGAGE,32000,0
21,0.18,7.4,RENT,15600,1
23,0.47,11.58,MORTGAGE,32000,0
25,0.13,15.21,RENT,20800,1
21,0.14,16.0,OWN,32000,0
24,0.13,14.22,RENT,21168,0
22,0.12,21.74,RENT,23000,1
23,0.12,10.99,RENT,23760,0
23,0.12,11.49,RENT,24000,1
25,0.25,13.16,MORTGAGE,32000,0
21,0.13,11.58,MORTGAGE,32000,0
25,0.08,7.68,MORTGAGE,32000,1
22,0.23,10.99,MORTGAGE,32000,0
23,0.11,12.29,RENT,26500,0
22,0.1,7.51,RENT,27000,1
22,0.04,9.96,OWN,32000,0
23,0.08,12.8,MORTGAGE,32000,1
23,0.1,10.38,RENT,28800,0
22,0.1,7.43,RENT,29376,0
26,0.09,14.65,RENT,30000,0
22,0.15,15.27,RENT,19200,0
25,0.22,5.42,MORTGAGE,32004,0
25,0.15,6.17,MORTGAGE,32004,0
24,0.06,11.86,RENT,45000,0
23,0.29,17.19,OWN,32004,0
22,0.03,5.99,RENT,90000,0
23,0.1,15.23,RENT,28000,0
25,0.08,11.28,RENT,36800,0
22,0.31,7.51,MORTGAGE,32004,0
26,0.04,7.49,RENT,66000,0
24,0.44,12.73,MORTGAGE,32004,0
21,0.15,8.0,RENT,19000,0
26,0.09,9.91,RENT,31200,0
22,0.09,10.99,RENT,31500,1
25,0.06,8.0,RENT,50000,0
22,0.11,10.71,RENT,27000,0
22,0.31,10.83,MORTGAGE,32004,0
22,0.21,9.07,OWN,32004,0
22,0.12,9.96,RENT,25000,0
21,0.06,7.9,RENT,49800,0
22,0.47,13.98,MORTGAGE,32112,0
24,0.3,7.9,RENT,10000,1
23,0.03,10.95,MORTGAGE,32198,0
21,0.25,8.9,RENT,12000,1
21,0.25,7.88,RENT,12000,1
23,0.23,10.99,RENT,13200,1
21,0.25,8.0,OWN,32268,0
23,0.21,7.74,RENT,14000,1
21,0.21,13.43,RENT,14400,1
22,0.03,15.27,MORTGAGE,32352,1
21,0.21,9.63,RENT,14400,1
23,0.19,10.71,MORTGAGE,32388,0
26,0.21,10.99,RENT,14400,1
22,0.2,9.91,RENT,15000,1
22,0.2,7.51,RENT,15000,1
22,0.13,10.99,MORTGAGE,32400,0
25,0.31,13.99,MORTGAGE,32400,0
22,0.15,7.49,MORTGAGE,32400,0
25,0.15,7.29,MORTGAGE,32400,0
22,0.11,6.92,MORTGAGE,32400,0
23,0.19,16.29,RENT,16080,1
21,0.31,5.42,MORTGAGE,32400,0
22,0.18,13.92,RENT,16320,1
26,0.17,10.99,RENT,17280,1
25,0.17,11.83,RENT,17400,1
23,0.17,10.37,RENT,17520,1
21,0.17,6.0,RENT,17916,1
23,0.17,11.71,RENT,18000,1
21,0.17,7.9,RENT,18000,1
22,0.17,10.99,MORTGAGE,32400,0
21,0.15,16.0,MORTGAGE,32400,1
24,0.17,15.27,RENT,18000,1
23,0.17,15.99,RENT,18000,1
22,0.17,13.99,RENT,18000,1
26,0.1,6.99,MORTGAGE,32450,0
22,0.17,10.59,RENT,18000,1
23,0.17,13.06,RENT,18000,1
22,0.17,10.99,RENT,18000,1
22,0.17,11.86,RENT,18000,1
25,0.38,7.9,MORTGAGE,32500,0
21,0.17,9.7,RENT,18008,1
22,0.08,6.99,MORTGAGE,32500,0
21,0.16,10.99,RENT,18864,1
22,0.45,11.99,MORTGAGE,32500,0
22,0.16,13.06,RENT,19000,1
23,0.16,12.99,RENT,19200,1
23,0.16,9.99,RENT,19200,1
24,0.2,12.73,MORTGAGE,32500,0
26,0.09,13.22,MORTGAGE,32500,0
26,0.11,8.59,MORTGAGE,32500,0
21,0.16,10.99,RENT,19200,1
22,0.16,10.99,RENT,19200,1
22,0.15,13.11,RENT,20000,0
21,0.15,10.37,RENT,20004,0
24,0.15,10.99,RENT,20004,0
23,0.14,11.46,RENT,20800,0
25,0.18,10.59,MORTGAGE,32760,0
26,0.14,10.59,RENT,21000,0
23,0.14,12.68,RENT,21000,0
22,0.14,13.49,RENT,21600,0
21,0.09,9.99,MORTGAGE,32900,0
22,0.5,8.9,OWN,32968,0
24,0.14,10.33,RENT,22000,0
22,0.13,6.62,RENT,22800,0
22,0.13,5.79,RENT,23000,0
24,0.13,8.0,RENT,23000,0
22,0.36,9.91,OWN,33000,0
24,0.1,6.03,RENT,30000,0
22,0.1,10.99,RENT,30000,0
24,0.1,19.29,RENT,30000,1
24,0.1,7.49,RENT,30000,0
22,0.27,10.65,MORTGAGE,33000,0
23,0.1,7.49,RENT,30000,0
24,0.1,10.37,RENT,30000,0
23,0.1,5.79,RENT,30000,0
25,0.1,12.98,RENT,30000,0
23,0.1,15.2,RENT,30000,1
21,0.1,9.62,RENT,30000,0
25,0.1,13.61,RENT,30000,0
22,0.1,11.12,RENT,30000,0
21,0.1,16.32,RENT,30000,0
24,0.1,11.86,RENT,30000,0
24,0.1,13.98,RENT,30000,1
25,0.1,10.99,RENT,30000,0
21,0.08,6.03,OWN,33000,0
25,0.24,6.62,MORTGAGE,33000,0
21,0.06,14.27,MORTGAGE,33000,1
25,0.1,12.21,RENT,30000,1
21,0.1,11.89,RENT,30000,0
25,0.09,11.99,MORTGAGE,33000,0
24,0.1,15.62,RENT,30960,0
25,0.15,8.49,MORTGAGE,33000,0
26,0.1,13.36,RENT,31131,1
26,0.31,8.49,OWN,33000,0
22,0.1,11.86,RENT,31200,0
23,0.1,11.89,RENT,31200,0
22,0.1,7.68,RENT,31356,0
23,0.25,15.99,MORTGAGE,33000,0
24,0.04,19.29,MORTGAGE,33000,0
23,0.24,7.49,MORTGAGE,33000,0
25,0.09,8.94,RENT,32000,0
24,0.09,12.29,RENT,32000,0
24,0.06,13.49,MORTGAGE,33000,1
25,0.09,9.32,RENT,32004,0
23,0.09,10.0,RENT,32400,0
22,0.09,16.45,RENT,32400,0
26,0.09,10.75,RENT,32640,0
26,0.09,5.99,RENT,33000,0
22,0.38,7.29,MORTGAGE,33000,0
25,0.09,5.99,RENT,33000,0
25,0.09,10.95,RENT,33000,0
26,0.09,11.12,RENT,33189,0
23,0.09,10.0,RENT,34008,0
22,0.09,11.83,RENT,34500,0
25,0.1,6.62,RENT,29000,1
22,0.09,10.99,RENT,35000,0
23,0.09,13.85,RENT,35000,0
22,0.09,10.01,RENT,35000,0
22,0.1,13.3,RENT,29244,1
24,0.09,10.74,RENT,35256,0
22,0.08,11.71,RENT,36000,0
23,0.08,7.29,RENT,36000,0
26,0.08,7.88,RENT,36000,0
24,0.08,13.92,RENT,36000,0
23,0.09,14.35,MORTGAGE,33000,0
24,0.08,9.33,RENT,36600,0
25,0.08,11.71,RENT,37000,0
21,0.24,9.88,MORTGAGE,33000,0
21,0.08,6.39,RENT,37000,0
25,0.1,10.99,RENT,31000,1
24,0.08,13.06,RENT,38000,0
21,0.08,7.05,RENT,38000,0
22,0.08,10.28,RENT,38000,0
22,0.38,14.26,MORTGAGE,33000,0
24,0.25,8.59,MORTGAGE,33000,0
25,0.13,8.0,MORTGAGE,33000,0
24,0.08,17.56,RENT,38400,0
25,0.08,7.29,RENT,38748,0
24,0.12,13.04,MORTGAGE,33000,0
26,0.09,11.49,RENT,33000,1
22,0.08,14.35,RENT,39996,0
26,0.21,7.43,MORTGAGE,33000,0
23,0.37,10.99,OWN,33012,0
23,0.07,13.49,RENT,40000,0
24,0.07,10.74,RENT,40000,0
23,0.27,16.29,MORTGAGE,33098,1
21,0.07,10.99,RENT,40000,0
21,0.19,9.63,MORTGAGE,33168,0
25,0.07,10.25,RENT,40000,0
24,0.07,14.22,RENT,40000,0
22,0.08,20.3,RENT,37000,1
23,0.07,8.49,RENT,43000,0
22,0.08,11.11,RENT,37000,1
23,0.08,10.75,RENT,37000,1
25,0.07,13.8,RENT,43200,0
22,0.07,13.72,RENT,43200,0
22,0.07,5.42,RENT,43500,0
24,0.07,8.0,RENT,43500,0
21,0.34,13.92,MORTGAGE,33280,1
23,0.07,11.49,RENT,43949,0
23,0.07,9.25,RENT,44000,0
23,0.27,13.57,OWN,33300,0
25,0.15,6.54,MORTGAGE,33316,0
24,0.37,13.11,OWN,33321,0
24,0.18,10.59,MORTGAGE,33360,0
24,0.07,7.14,MORTGAGE,33360,0
25,0.07,7.9,RENT,45000,0
24,0.3,10.99,MORTGAGE,33390,0
24,0.07,7.49,RENT,45000,0
24,0.07,9.99,RENT,45000,0
22,0.07,11.99,RENT,45000,0
26,0.08,10.99,RENT,39000,1
24,0.08,14.61,RENT,39000,1
22,0.07,10.99,RENT,45000,0
24,0.07,9.32,RENT,45000,0
21,0.08,13.67,RENT,39327,1
23,0.13,10.99,MORTGAGE,33600,0
24,0.08,10.99,RENT,39996,1
25,0.21,7.51,MORTGAGE,33600,0
22,0.15,18.25,OWN,33600,0
24,0.07,8.9,MORTGAGE,33600,0
24,0.07,17.27,RENT,40000,1
25,0.06,10.99,RENT,46250,0
23,0.24,6.99,MORTGAGE,33600,0
22,0.06,6.62,RENT,47000,0
21,0.06,13.92,RENT,47208,0
25,0.29,10.99,OWN,33600,0
26,0.06,6.76,RENT,47500,0
23,0.12,14.79,MORTGAGE,33600,0
24,0.07,10.99,RENT,42000,1
24,0.36,5.42,MORTGAGE,33600,0
25,0.06,10.99,RENT,48000,0
22,0.06,14.79,RENT,48000,0
25,0.06,13.47,RENT,48000,0
21,0.06,9.76,RENT,48000,0
26,0.06,10.14,RENT,48000,0
25,0.36,9.99,MORTGAGE,33600,0
22,0.06,7.88,RENT,49800,0
25,0.06,6.03,RENT,50000,0
26,0.07,7.49,RENT,44000,1
23,0.06,8.49,RENT,50000,0
23,0.07,7.66,RENT,44000,1
23,0.06,6.91,RENT,50000,0
22,0.32,7.88,MORTGAGE,33600,0
23,0.07,9.62,RENT,44000,1
22,0.15,7.14,MORTGAGE,33600,0
23,0.06,10.99,RENT,50000,0
26,0.06,9.88,RENT,50000,0
22,0.06,10.99,RENT,50000,0
24,0.06,8.9,RENT,51000,0
24,0.06,10.65,RENT,51600,0
24,0.06,12.68,RENT,51600,0
24,0.06,10.59,RENT,51684,0
22,0.07,15.62,RENT,45996,1
23,0.06,10.37,RENT,51996,0
22,0.36,10.65,MORTGAGE,33640,0
23,0.06,5.99,RENT,52000,0
25,0.06,12.99,RENT,52000,0
22,0.15,13.85,MORTGAGE,33685,0
25,0.25,10.99,RENT,48600,0
22,0.25,7.49,RENT,48609,0
26,0.43,7.88,MORTGAGE,33800,0
23,0.25,10.25,RENT,48645,0
25,0.3,15.31,MORTGAGE,33800,0
23,0.38,15.31,OWN,33800,0
23,0.25,7.42,RENT,48672,0
26,0.24,15.23,RENT,49200,0
23,0.03,10.59,MORTGAGE,33990,1
25,0.24,7.14,RENT,49600,0
24,0.12,14.91,MORTGAGE,33996,0
25,0.24,16.77,RENT,50000,0
26,0.24,10.99,RENT,50000,0
24,0.15,11.12,OWN,33996,0
21,0.07,7.88,MORTGAGE,33996,1
22,0.29,14.96,OWN,33996,0
21,0.24,11.71,RENT,50000,0
23,0.24,10.59,RENT,50000,0
24,0.24,17.14,RENT,50000,0
24,0.27,12.23,RENT,44000,1
23,0.24,6.54,RENT,50000,0
22,0.27,11.86,RENT,44000,1
24,0.24,7.51,RENT,50000,0
25,0.24,7.88,RENT,50000,0
23,0.27,10.99,RENT,44000,1
25,0.24,7.88,RENT,50000,0
23,0.24,12.87,RENT,50000,0
22,0.24,10.0,RENT,50004,0
25,0.27,15.31,RENT,44004,1
23,0.27,16.0,RENT,44004,1
22,0.24,12.73,RENT,50361,0
26,0.35,6.03,MORTGAGE,34000,0
25,0.24,10.99,RENT,50400,0
